variant,accession,date,weight
other,EPI_ISL_12288761,2022-03-27,1.0
other,EPI_ISL_12288767,2022-02-14,1.0
other,EPI_ISL_12288764,2022-03-30,1.0
A/Busan/1301/2023,EPI_ISL_12288753,2022-03-30,1.0
A/Busan/1301/2023,EPI_ISL_12288759,2022-03-24,1.0
A/Busan/1301/2023,EPI_ISL_12288756,2022-03-24,1.0
A/Busan/1301/2023,EPI_ISL_12288747,2022-03-26,1.0
A/Busan/1301/2023,EPI_ISL_12288744,2022-03-23,1.0
A/Busan/1301/2023,EPI_ISL_12288750,2022-03-30,1.0
A/Busan/1301/2023,EPI_ISL_10945266,2022-02-23,1.0
other,EPI_ISL_9994958,2022-01-17,1.0
A/Busan/1301/2023,EPI_ISL_12288738,2022-02-25,1.0
A/Schleswig-Holstein/4/2023,EPI_ISL_18776899,2022-09-12,1.0
A/Busan/1301/2023,EPI_ISL_12288741,2022-03-04,1.0
A/Finland/399/2023,EPI_ISL_9995000,2022-01-23,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9995000,2022-01-23,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9995000,2022-01-23,0.3333333333333333
other,EPI_ISL_9995002,2022-01-23,1.0
other,EPI_ISL_18776957,2022-06-11,1.0
A/Jeju/1047/2023,EPI_ISL_18678649,2022-01-01,1.0
other,EPI_ISL_9995004,2022-01-25,1.0
A/Schleswig-Holstein/4/2023,EPI_ISL_12124892,2022-04-07,0.3333333333333333
A/SENDAI/45/2023,EPI_ISL_12124892,2022-04-07,0.3333333333333333
A/Jeju/1047/2023,EPI_ISL_12124892,2022-04-07,0.3333333333333333
A/Finland/399/2023,EPI_ISL_9995005,2022-01-17,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9995005,2022-01-17,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9995005,2022-01-17,0.3333333333333333
A/Busan/1301/2023,EPI_ISL_10945217,2022-03-04,1.0
A/Finland/391/2023,EPI_ISL_10945228,2022-02-21,1.0
A/Finland/399/2023,EPI_ISL_9994998,2022-01-20,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994998,2022-01-20,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994998,2022-01-20,0.3333333333333333
A/Jeju/1047/2023,EPI_ISL_18678642,2022-01-01,1.0
A/SouthSudan/631/2023,EPI_ISL_9994986,2022-01-18,1.0
other,EPI_ISL_18678638,2022-01-01,1.0
A/SENDAI/45/2023,EPI_ISL_18776938,2022-02-12,1.0
A/SENDAI/45/2023,EPI_ISL_18776928,2022-04-12,1.0
A/TECPAN/017FLU/2023,EPI_ISL_18776929,2022-01-12,1.0
A/Busan/1301/2023,EPI_ISL_18678687,2022-01-01,1.0
A/Busan/1301/2023,EPI_ISL_12124723,2022-03-31,1.0
other,EPI_ISL_15303294,2022-09-20,1.0
A/Busan/1301/2023,EPI_ISL_12124708,2022-04-01,1.0
A/Catalonia/2041146NS/2023,EPI_ISL_12124697,2022-04-01,1.0
A/South_Dakota/22/2023,EPI_ISL_18678701,2022-01-01,1.0
A/Busan/1301/2023,EPI_ISL_12124683,2022-04-05,1.0
A/Busan/1301/2023,EPI_ISL_18678744,2022-01-01,1.0
A/Finland/399/2023,EPI_ISL_9994832,2022-01-03,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994832,2022-01-03,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994832,2022-01-03,0.3333333333333333
A/Finland/399/2023,EPI_ISL_9994833,2022-01-03,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994833,2022-01-03,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994833,2022-01-03,0.3333333333333333
A/Busan/1301/2023,EPI_ISL_9994834,2022-01-04,1.0
other,EPI_ISL_9994835,2022-01-04,1.0
A/Finland/399/2023,EPI_ISL_9994839,2022-01-05,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994839,2022-01-05,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994839,2022-01-05,0.3333333333333333
A/Finland/399/2023,EPI_ISL_9994825,2022-01-02,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994825,2022-01-02,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994825,2022-01-02,0.3333333333333333
A/Finland/399/2023,EPI_ISL_9994828,2022-01-02,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994828,2022-01-02,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994828,2022-01-02,0.3333333333333333
other,EPI_ISL_12124780,2022-04-05,1.0
other,EPI_ISL_9994829,2022-01-03,1.0
A/Busan/1301/2023,EPI_ISL_14320131,2022-04-22,1.0
other,EPI_ISL_14320129,2022-04-06,1.0
A/Finland/399/2023,EPI_ISL_9994867,2022-01-06,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_9994867,2022-01-06,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_9994867,2022-01-06,0.3333333333333333
A/Busan/1301/2023,EPI_ISL_12124751,2022-04-03,1.0
other,EPI_ISL_12124737,2022-04-04,1.0
A/South_Dakota/22/2023,EPI_ISL_18678752,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_18678296,2022-01-01,1.0
A/Busan/1301/2023,EPI_ISL_18678288,2022-01-01,1.0
other,EPI_ISL_10945449,2022-03-01,1.0
other,EPI_ISL_12288938,2022-03-29,1.0
A/Busan/1301/2023,EPI_ISL_10945461,2022-03-02,1.0
A/Schleswig-Holstein/4/2023,EPI_ISL_18776586,2022-09-12,1.0
A/South_Dakota/22/2023,EPI_ISL_18678282,2022-01-01,1.0
other,EPI_ISL_10945471,2022-03-02,1.0
A/South_Dakota/22/2023,EPI_ISL_18678278,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_18776581,2022-10-31,1.0
A/Busan/1301/2023,EPI_ISL_10945414,2022-02-28,1.0
other,EPI_ISL_10945421,2022-03-01,1.0
A/Busan/1301/2023,EPI_ISL_10945420,2022-03-01,1.0
A/Busan/1301/2023,EPI_ISL_10945418,2022-02-28,1.0
other,EPI_ISL_10945426,2022-03-01,1.0
other,EPI_ISL_18678310,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_10945433,2022-02-23,1.0
A/Busan/1301/2023,EPI_ISL_10945504,2022-02-20,1.0
A/Busan/1301/2023,EPI_ISL_10945522,2022-02-22,1.0
A/Busan/1301/2023,EPI_ISL_10945521,2022-02-22,1.0
other,EPI_ISL_10945476,2022-03-02,1.0
A/TECPAN/017FLU/2023,EPI_ISL_10945475,2022-03-03,0.5
A/Jeju/1047/2023,EPI_ISL_10945475,2022-03-03,0.5
A/Schleswig-Holstein/4/2023,EPI_ISL_10945474,2022-03-02,0.3333333333333333
A/SENDAI/45/2023,EPI_ISL_10945474,2022-03-02,0.3333333333333333
A/Jeju/1047/2023,EPI_ISL_10945474,2022-03-02,0.3333333333333333
A/Busan/1301/2023,EPI_ISL_10945483,2022-02-09,1.0
other,EPI_ISL_10945482,2022-03-02,1.0
other,EPI_ISL_18678383,2022-01-01,1.0
other,EPI_ISL_18678375,2022-01-01,1.0
other,EPI_ISL_10945319,2022-02-22,1.0
other,EPI_ISL_18678428,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_10945331,2022-02-22,1.0
A/Busan/1301/2023,EPI_ISL_10945287,2022-02-26,1.0
A/Busan/1301/2023,EPI_ISL_10945286,2022-02-26,1.0
A/Busan/1301/2023,EPI_ISL_10945293,2022-02-14,1.0
other,EPI_ISL_10945291,2022-02-25,1.0
A/Busan/1301/2023,EPI_ISL_10945288,2022-02-24,1.0
A/Busan/1301/2023,EPI_ISL_12288779,2022-03-29,1.0
other,EPI_ISL_10945303,2022-02-18,1.0
A/Busan/1301/2023,EPI_ISL_10945302,2022-02-15,1.0
other,EPI_ISL_12288776,2022-03-24,1.0
other,EPI_ISL_12288782,2022-03-31,1.0
A/Busan/1301/2023,EPI_ISL_10945298,2022-02-14,1.0
other,EPI_ISL_18678442,2022-01-01,1.0
other,EPI_ISL_12288770,2022-03-10,1.0
other,EPI_ISL_12288769,2022-03-28,1.0
A/Busan/1301/2023,EPI_ISL_12288773,2022-03-21,1.0
other,EPI_ISL_18678434,2022-01-01,1.0
other,EPI_ISL_18678491,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_18678481,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_16024356,2022-10-28,1.0
other,EPI_ISL_16024357,2022-10-29,1.0
other,EPI_ISL_10945398,2022-02-28,1.0
other,EPI_ISL_10945397,2022-02-21,1.0
A/Jeju/1047/2023,EPI_ISL_16024359,2022-10-28,1.0
A/Jeju/1047/2023,EPI_ISL_16024352,2022-10-31,1.0
A/Jeju/1047/2023,EPI_ISL_16024353,2022-10-30,1.0
A/SENDAI/45/2023,EPI_ISL_16024354,2022-10-29,1.0
A/TECPAN/017FLU/2023,EPI_ISL_16024355,2022-10-31,1.0
other,EPI_ISL_16024364,2022-10-29,1.0
A/Jeju/1047/2023,EPI_ISL_16024366,2022-10-31,1.0
A/Jeju/1047/2023,EPI_ISL_16024360,2022-10-30,1.0
A/Massachusetts/18/2022,EPI_ISL_16024361,2022-10-05,0.5
A/Finland/399/2023,EPI_ISL_16024361,2022-10-05,0.5
A/Jeju/1047/2023,EPI_ISL_16024362,2022-10-29,1.0
A/SENDAI/45/2023,EPI_ISL_16024363,2022-10-30,1.0
other,EPI_ISL_16024340,2022-10-24,1.0
other,EPI_ISL_18678525,2022-01-01,1.0
A/Jeju/1047/2023,EPI_ISL_16024341,2022-10-24,1.0
A/SENDAI/45/2023,EPI_ISL_16024342,2022-10-22,1.0
A/Finland/391/2023,EPI_ISL_16024343,2022-10-21,1.0
other,EPI_ISL_16024336,2022-10-29,1.0
other,EPI_ISL_16024338,2022-10-27,1.0
A/Jeju/1047/2023,EPI_ISL_16024339,2022-10-29,1.0
A/Jeju/1047/2023,EPI_ISL_16024348,2022-10-26,1.0
other,EPI_ISL_16024349,2022-10-27,1.0
A/Finland/391/2023,EPI_ISL_16024350,2022-10-27,1.0
other,EPI_ISL_14189363,2022-04-24,1.0
A/Jeju/1047/2023,EPI_ISL_16024351,2022-10-13,1.0
A/Jeju/1047/2023,EPI_ISL_16024344,2022-10-24,1.0
A/Finland/391/2023,EPI_ISL_16024345,2022-10-23,1.0
A/Jeju/1047/2023,EPI_ISL_16024346,2022-10-21,1.0
A/Jeju/1047/2023,EPI_ISL_16024324,2022-10-19,1.0
other,EPI_ISL_16024325,2022-10-19,1.0
A/Jeju/1047/2023,EPI_ISL_16024326,2022-10-24,1.0
A/Jeju/1047/2023,EPI_ISL_10945365,2022-02-26,1.0
A/Jeju/1047/2023,EPI_ISL_16024327,2022-10-26,1.0
A/TECPAN/017FLU/2023,EPI_ISL_16024320,2022-10-18,1.0
A/Finland/399/2023,EPI_ISL_16024321,2022-10-18,0.3333333333333333
A/SouthSudan/631/2023,EPI_ISL_16024321,2022-10-18,0.3333333333333333
A/Catalonia/2041146NS/2023,EPI_ISL_16024321,2022-10-18,0.3333333333333333
A/TECPAN/017FLU/2023,EPI_ISL_16024322,2022-10-19,1.0
A/Jeju/1047/2023,EPI_ISL_16024323,2022-10-19,1.0
A/Finland/391/2023,EPI_ISL_16024332,2022-10-21,1.0
A/Finland/391/2023,EPI_ISL_16024333,2022-10-24,1.0
A/Finland/391/2023,EPI_ISL_16024334,2022-10-26,1.0
other,EPI_ISL_16024335,2022-10-28,1.0
A/TECPAN/017FLU/2023,EPI_ISL_16024328,2022-10-22,1.0
A/TECPAN/017FLU/2023,EPI_ISL_16024329,2022-10-22,1.0
A/Jeju/1047/2023,EPI_ISL_16024330,2022-10-22,1.0
A/Finland/391/2023,EPI_ISL_16024331,2022-10-23,1.0
other,EPI_ISL_18810143,2022-09-25,1.0
A/Jeju/1047/2023,EPI_ISL_18810142,2022-09-22,1.0
other,EPI_ISL_18810141,2022-09-22,1.0
other,EPI_ISL_18810139,2022-09-20,1.0
A/Jeju/1047/2023,EPI_ISL_18810134,2022-09-20,1.0
A/Jeju/1047/2023,EPI_ISL_18810132,2022-09-20,1.0
A/Jeju/1047/2023,EPI_ISL_17204489,2022-10-11,1.0
other,EPI_ISL_18810128,2022-09-14,1.0
A/Jeju/1047/2023,EPI_ISL_18810127,2022-09-14,1.0
A/TECPAN/017FLU/2023,EPI_ISL_18810126,2022-09-14,1.0
other,EPI_ISL_18810124,2022-09-12,1.0
other,EPI_ISL_18810122,2022-09-13,1.0
other,EPI_ISL_18810121,2022-09-13,1.0
A/Jeju/1047/2023,EPI_ISL_18810120,2022-09-12,1.0
A/Jeju/1047/2023,EPI_ISL_18810119,2022-09-12,1.0
other,EPI_ISL_18810118,2022-09-12,1.0
A/Jeju/1047/2023,EPI_ISL_18810117,2022-09-12,1.0
other,EPI_ISL_18810116,2022-08-31,1.0
A/Jeju/1047/2023,EPI_ISL_18810115,2022-08-30,1.0
other,EPI_ISL_18810113,2022-08-30,1.0
A/Jeju/1047/2023,EPI_ISL_18810169,2022-10-24,1.0
A/Jeju/1047/2023,EPI_ISL_18810168,2022-10-23,1.0
other,EPI_ISL_18810165,2022-10-19,1.0
A/Jeju/1047/2023,EPI_ISL_18810164,2022-10-20,1.0
A/Catalonia/2041146NS/2023,EPI_ISL_18810163,2022-10-19,1.0
A/Jeju/1047/2023,EPI_ISL_18810162,2022-10-13,1.0
A/Jeju/1047/2023,EPI_ISL_18810161,2022-10-13,1.0
A/Jeju/1047/2023,EPI_ISL_18810160,2022-10-11,1.0
A/Jeju/1047/2023,EPI_ISL_18810157,2022-10-05,1.0
A/Jeju/1047/2023,EPI_ISL_18810155,2022-10-04,1.0
A/Jeju/1047/2023,EPI_ISL_18810154,2022-10-04,1.0
other,EPI_ISL_18810153,2022-10-04,1.0
A/Jeju/1047/2023,EPI_ISL_18810152,2022-09-27,1.0
A/Jeju/1047/2023,EPI_ISL_18810151,2022-09-27,1.0
A/Jeju/1047/2023,EPI_ISL_18810150,2022-09-29,1.0
A/Jeju/1047/2023,EPI_ISL_18810149,2022-09-28,1.0
A/Bhutan/FLU-BTG-00988/2022,EPI_ISL_18384163,2022-10-15,1.0
A/Jeju/1047/2023,EPI_ISL_18810148,2022-09-26,1.0
A/Jeju/1047/2023,EPI_ISL_18810147,2022-09-27,1.0
other,EPI_ISL_18810146,2022-09-26,1.0
A/Jeju/1047/2023,EPI_ISL_18810145,2022-09-24,1.0
A/Jeju/1047/2023,EPI_ISL_18810144,2022-09-26,1.0
A/Busan/1301/2023,EPI_ISL_13304972,2022-05-05,1.0
A/Busan/1301/2023,EPI_ISL_13304976,2022-05-05,1.0
other,EPI_ISL_9995285,2022-01-04,1.0
A/Busan/1301/2023,EPI_ISL_18678815,2022-01-01,1.0
A/Finland/391/2023,EPI_ISL_18678807,2022-01-01,1.0
A/Finland/391/2023,EPI_ISL_18678799,2022-01-01,1.0
A/Busan/1301/2023,EPI_ISL_13338079,2022-05-09,1.0
other,EPI_ISL_16647650,2022-06-21,1.0
other,EPI_ISL_16549340,2022-10-28,1.0
A/Sydney/332/2023,EPI_ISL_16549341,2022-10-30,1.0
A/Finland/391/2023,EPI_ISL_16549343,2022-10-31,1.0
other,EPI_ISL_17368109,2022-09-04,1.0
A/EHIME/50/2023,EPI_ISL_16549338,2022-10-31,1.0
other,EPI_ISL_17368111,2022-09-14,1.0
A/Massachusetts/18/2022,EPI_ISL_17368110,2022-09-14,1.0
A/EHIME/50/2023,EPI_ISL_16549339,2022-10-31,1.0
A/Finland/391/2023,EPI_ISL_16549332,2022-10-26,1.0
A/Schleswig-Holstein/4/2023,EPI_ISL_16549333,2022-10-25,1.0
A/South_Dakota/22/2023,EPI_ISL_18678839,2022-01-01,1.0
other,EPI_ISL_16549334,2022-10-31,1.0
A/Busan/1301/2023,EPI_ISL_13338080,2022-05-09,1.0
A/SENDAI/45/2023,EPI_ISL_16549328,2022-10-24,1.0
A/EHIME/50/2023,EPI_ISL_16549329,2022-10-25,1.0
A/SENDAI/45/2023,EPI_ISL_16549330,2022-10-27,1.0
A/Finland/391/2023,EPI_ISL_16549331,2022-10-26,1.0
A/SENDAI/45/2023,EPI_ISL_16549324,2022-10-24,1.0
A/SENDAI/45/2023,EPI_ISL_16549325,2022-10-26,1.0
A/South_Dakota/22/2023,EPI_ISL_18678831,2022-01-01,1.0
A/SENDAI/45/2023,EPI_ISL_16549326,2022-10-24,1.0
other,EPI_ISL_16549327,2022-10-25,1.0
A/Sydney/332/2023,EPI_ISL_16549320,2022-10-24,1.0
other,EPI_ISL_16549321,2022-10-20,1.0
A/Sydney/332/2023,EPI_ISL_16549322,2022-10-21,1.0
A/EHIME/50/2023,EPI_ISL_16549323,2022-10-25,1.0
