variant,accession,date,weight
A/Ontario/RV00796/2023,XFD25121.1,2024-03-04,1.0
other,XFD25129.1,2024-03-09,1.0
other,XFD25139.1,2024-03-09,1.0
other,XFD25149.1,2024-04-09,1.0
other,XFD25159.1,2024-03-23,1.0
other,XFD25168.1,2024-04-22,1.0
other,XFD25178.1,2024-03-27,1.0
other,XFD25188.1,2024-02-19,1.0
other,XFD25204.1,2024-04-01,1.0
other,XFD25214.1,2024-04-01,1.0
other,XFD25224.1,2024-04-23,1.0
other,XFD25234.1,2024-04-13,1.0
A/Ontario/RV00796/2023,XFD25244.1,2023-12-24,1.0
other,XFD25254.1,2024-04-26,1.0
other,XFD25264.1,2024-04-23,1.0
A/Ontario/RV00796/2023,XFD25274.1,2024-01-14,1.0
other,XFD25284.1,2024-01-22,1.0
other,XFD25294.1,2023-12-24,1.0
other,XFD25306.1,2023-12-19,1.0
other,XFD25315.1,2024-04-30,1.0
other,XFD25325.1,2024-04-30,1.0
other,XFD25335.1,2024-05-30,1.0
other,XFD25345.1,2024-05-29,1.0
other,XFD25356.1,2024-05-29,1.0
other,XFD25366.1,2024-05-29,1.0
A/Ontario/RV00796/2023,XFD25374.1,2024-02-23,1.0
other,XFD25394.1,2024-06-04,1.0
other,XFD25404.1,2024-05-29,1.0
other,XFD25419.1,2024-02-23,1.0
A/Ontario/RV00796/2023,XFD25429.1,2024-02-23,1.0
other,XFD25439.1,2024-02-19,1.0
other,XFD25452.1,2024-02-28,1.0
other,XFD25461.1,2024-05-12,1.0
other,XFD25471.1,2024-02-26,1.0
other,XFD25481.1,2024-03-01,1.0
A/Ontario/RV00796/2023,XFD25493.1,2024-01-01,1.0
A/Ontario/RV00796/2023,XFD25505.1,2024-01-01,1.0
other,XFD25517.1,2024-01-21,1.0
other,XFD25529.1,2024-03-05,1.0
other,XFD25541.1,2024-04-10,1.0
A/Ontario/RV00796/2023,XFD25553.1,2024-04-10,1.0
other,XFD25565.1,2024-06-08,1.0
other,XFD25577.1,2024-03-25,1.0
other,XFD25589.1,2024-03-25,1.0
other,XFD25601.1,2024-04-18,1.0
other,XFD25611.1,2024-04-18,1.0
other,XFD25623.1,2024-06-25,1.0
other,XFD25635.1,2024-01-01,1.0
other,XFD25647.1,2023-11-20,1.0
other,XFD25659.1,2023-11-29,1.0
other,XFD25671.1,2023-11-30,1.0
other,XFD25683.1,2023-12-01,1.0
other,XFD25695.1,2023-12-01,1.0
other,XFD25707.1,2024-01-09,1.0
A/Ontario/RV00796/2023,XFD25719.1,2023-12-02,1.0
other,XFD25731.1,2023-12-08,1.0
other,XFD25743.1,2023-12-11,1.0
other,XFD25755.1,2023-12-23,1.0
A/Ontario/RV00796/2023,XFD25767.1,2023-12-27,1.0
other,XFD25778.1,2023-12-27,1.0
other,XFD25790.1,2023-12-28,1.0
A/Ontario/RV00796/2023,XFD25802.1,2023-12-28,1.0
other,XFD25814.1,2024-01-10,1.0
other,XFD25826.1,2024-02-14,1.0
other,XFD25838.1,2024-03-10,1.0
A/Ontario/RV00796/2023,XFD25850.1,2024-03-12,1.0
other,XFD25862.1,2024-03-24,1.0
A/Ontario/RV00796/2023,XFD25874.1,2024-03-25,1.0
other,XFD25886.1,2024-04-01,1.0
other,XFD25898.1,2024-04-11,1.0
other,XFD25910.1,2024-04-12,1.0
other,XFD25922.1,2024-05-06,1.0
other,XFD25934.1,2024-05-09,1.0
other,XFD25946.1,2024-05-19,1.0
other,XFD25958.1,2024-05-23,1.0
other,XFD25970.1,2024-05-24,1.0
other,XFD25982.1,2024-06-04,1.0
other,XFD25994.1,2024-06-05,1.0
other,XFD26006.1,2024-06-06,1.0
other,XFD26018.1,2024-06-12,1.0
other,XFD26030.1,2024-06-13,1.0
other,XFD26042.1,2024-06-16,1.0
other,XFD26054.1,2024-05-15,1.0
A/Ontario/RV00796/2023,XFD26066.1,2023-12-20,1.0
other,XFD26078.1,2024-05-16,1.0
other,XFD26090.1,2024-05-21,1.0
A/Ontario/RV00796/2023,XFD26102.1,2023-12-27,1.0
other,XFD26114.1,2024-05-30,1.0
other,XFD26126.1,2023-12-29,1.0
other,XFD26138.1,2023-12-30,1.0
other,XFD26150.1,2024-06-01,1.0
other,XFD26162.1,2024-06-02,1.0
A/Ontario/RV00796/2023,XFD26174.1,2024-06-02,1.0
other,XFD26186.1,2024-06-03,1.0
other,XFD26198.1,2024-06-05,1.0
other,XFD26210.1,2024-06-05,1.0
other,XFD26222.1,2024-02-11,1.0
other,XFD26234.1,2024-02-13,1.0
other,XFD26246.1,2024-02-13,1.0
other,XFD26258.1,2024-02-28,1.0
other,XFD26270.1,2024-02-28,1.0
other,XFD26282.1,2024-03-14,1.0
other,XFD26294.1,2024-03-22,1.0
other,XFD26306.1,2024-03-25,1.0
other,XFD26318.1,2024-04-03,1.0
other,XFD26330.1,2024-04-06,1.0
other,XFD26342.1,2024-04-08,1.0
A/Ontario/RV00796/2023,XFD26354.1,2024-04-08,1.0
A/Ontario/RV00796/2023,XFD26366.1,2024-04-08,1.0
A/Ontario/RV00796/2023,XFD26378.1,2023-12-05,1.0
A/Ontario/RV00796/2023,XFD26390.1,2023-12-08,1.0
A/Ontario/RV00796/2023,XFD26402.1,2023-12-14,1.0
A/Ontario/RV00796/2023,XFD26414.1,2023-12-18,1.0
A/Ontario/RV00796/2023,XFD26426.1,2024-05-13,1.0
other,XFD26438.1,2023-12-19,1.0
A/Ontario/RV00796/2023,XFD26450.1,2024-02-05,1.0
A/Ontario/RV00796/2023,XFD26462.1,2024-02-05,1.0
other,XFD26473.1,2024-02-05,1.0
A/Ontario/RV00796/2023,XFD26485.1,2024-02-05,1.0
other,XFD26497.1,2024-02-06,1.0
other,XFD26509.1,2024-02-06,1.0
A/Ontario/RV00796/2023,XFD26521.1,2024-02-25,1.0
A/Ontario/RV00796/2023,XFD26533.1,2024-02-25,1.0
other,XFD26545.1,2024-02-25,1.0
other,XFD26557.1,2024-02-25,1.0
other,XFD26569.1,2024-02-24,1.0
A/Ontario/RV00796/2023,XFD26581.1,2024-02-29,1.0
A/Ontario/RV00796/2023,XFD26591.1,2024-02-29,1.0
other,XFD26603.1,2024-03-03,1.0
other,XFD26615.1,2024-03-03,1.0
other,XFD26627.1,2024-03-05,1.0
A/Ontario/RV00796/2023,XFD26639.1,2024-03-06,1.0
A/Ontario/RV00796/2023,XFD26651.1,2024-03-06,1.0
other,XFD26663.1,2024-03-29,1.0
other,XFD26673.1,2024-03-30,1.0
other,XFD26685.1,2024-03-30,1.0
other,XFD26697.1,2024-04-04,1.0
other,XFD26709.1,2024-04-04,1.0
other,XFD26721.1,2024-04-04,1.0
other,XFD26733.1,2024-04-04,1.0
other,XFD26745.1,2024-04-04,1.0
other,XFD26757.1,2024-04-17,1.0
other,XFD26769.1,2024-04-22,1.0
other,XFD26781.1,2024-04-22,1.0
other,XFD26793.1,2024-04-22,1.0
other,XFD26805.1,2024-04-22,1.0
other,XFD26817.1,2024-04-29,1.0
other,XFD26829.1,2024-04-30,1.0
other,XFD26841.1,2024-04-30,1.0
other,XFD26853.1,2024-05-01,1.0
other,XFD26865.1,2024-05-01,1.0
other,XFD26877.1,2024-05-01,1.0
other,XFD26889.1,2024-05-01,1.0
other,XFD26901.1,2024-05-09,1.0
other,XFD26913.1,2024-05-09,1.0
other,XFD26925.1,2024-02-23,1.0
other,XFD26937.1,2024-02-23,1.0
other,XFD26949.1,2024-02-29,1.0
other,XFD26961.1,2024-02-29,1.0
other,XFD26973.1,2024-03-09,1.0
other,XFD26985.1,2024-03-09,1.0
other,XFD26997.1,2024-03-11,1.0
other,XFD27009.1,2024-03-11,1.0
other,XFD27021.1,2024-03-19,1.0
other,XFD27033.1,2024-03-24,1.0
other,XFD27045.1,2024-03-24,1.0
other,XFD27057.1,2024-03-26,1.0
other,XFD27069.1,2024-03-26,1.0
other,XFD27081.1,2024-04-09,1.0
other,XFD27093.1,2024-04-09,1.0
other,XFD27105.1,2024-04-10,1.0
other,XFD27117.1,2024-04-10,1.0
A/Ontario/RV00796/2023,XFD27129.1,2024-04-22,1.0
A/Ontario/RV00796/2023,XFD27141.1,2024-04-26,1.0
other,XFD27153.1,2024-04-26,1.0
A/Ontario/RV00796/2023,XFD27165.1,2024-04-30,1.0
other,XFD27177.1,2024-05-08,1.0
other,XFD27189.1,2024-05-11,1.0
other,XFD27201.1,2024-05-18,1.0
other,XFD27213.1,2024-06-02,1.0
other,XFD27225.1,2024-01-27,1.0
other,XFD27237.1,2024-01-27,1.0
other,XFD27248.1,2024-03-07,1.0
other,XFD27260.1,2024-03-07,1.0
other,XFD27272.1,2024-03-28,1.0
other,XFD27284.1,2024-03-28,1.0
other,XFD27296.1,2024-03-30,1.0
other,XFD27308.1,2024-03-30,1.0
other,XFD27320.1,2024-05-30,1.0
other,XFD27332.1,2024-06-03,1.0
other,XFD27344.1,2024-01-13,1.0
other,XFD27356.1,2024-01-13,1.0
other,XFD27368.1,2024-01-28,1.0
other,XFD27380.1,2024-01-28,1.0
A/Ontario/RV00796/2023,XFD27392.1,2024-02-16,1.0
A/Ontario/RV00796/2023,XFD27404.1,2024-02-16,1.0
other,XFD27416.1,2024-02-21,1.0
other,XFD27428.1,2024-02-21,1.0
A/Ontario/RV00796/2023,XFD27440.1,2024-03-03,1.0
A/Ontario/RV00796/2023,XFD27452.1,2024-03-03,1.0
other,XFD27464.1,2024-03-03,1.0
A/Ontario/RV00796/2023,XFD27476.1,2024-03-04,1.0
other,XFD27488.1,2024-03-05,1.0
other,XFD27500.1,2024-03-05,1.0
other,XFD27512.1,2024-03-07,1.0
other,XFD27524.1,2024-03-07,1.0
other,XFD27536.1,2024-03-07,1.0
other,XFD27548.1,2024-03-18,1.0
other,XFD27560.1,2024-03-18,1.0
other,XFD27572.1,2024-03-19,1.0
other,XFD27584.1,2024-03-19,1.0
other,XFD27596.1,2024-03-19,1.0
other,XFD27608.1,2024-03-26,1.0
other,XFD27620.1,2024-03-26,1.0
other,XFD27632.1,2024-03-26,1.0
other,XFD27644.1,2024-03-26,1.0
other,XFD27656.1,2024-03-27,1.0
other,XFD27668.1,2024-03-27,1.0
other,XFD27680.1,2024-04-15,1.0
other,XFD27692.1,2024-04-15,1.0
other,XFD27704.1,2024-04-20,1.0
other,XFD27716.1,2024-04-26,1.0
other,XFD27728.1,2024-04-28,1.0
other,XFD27740.1,2024-05-24,1.0
other,XFD27752.1,2024-05-24,1.0
other,XFD27764.1,2024-05-29,1.0
other,XFD27776.1,2024-05-29,1.0
other,XFD27787.1,2023-12-03,1.0
A/Ontario/RV00796/2023,XFD27799.1,2023-12-04,1.0
other,XFD27811.1,2024-01-09,1.0
other,XFD27823.1,2024-01-12,1.0
other,XFD27835.1,2024-01-16,1.0
other,XFD27847.1,2024-02-26,1.0
other,XFD27859.1,2024-03-01,1.0
A/Ontario/RV00796/2023,XFD27871.1,2024-03-05,1.0
A/Ontario/RV00796/2023,XFD27883.1,2024-03-19,1.0
other,XFD27895.1,2023-09-01,1.0
other,XFD27907.1,2023-09-01,1.0
other,XFD27919.1,2023-12-19,1.0
other,XFD27930.1,2024-01-15,1.0
other,XFD27941.1,2024-01-15,1.0
other,XFD27953.1,2024-01-24,1.0
other,XFD27965.1,2023-11-29,1.0
other,XFD27977.1,2023-12-12,1.0
A/Ontario/RV00796/2023,XFD27989.1,2023-12-14,1.0
other,XFD28001.1,2023-12-23,1.0
other,XFD28013.1,2023-12-29,1.0
other,XFD28025.1,2023-12-30,1.0
other,XFD28037.1,2024-03-10,1.0
other,XFD28049.1,2024-03-10,1.0
other,XFD28061.1,2024-03-13,1.0
other,XFD28073.1,2024-03-13,1.0
other,XFD28083.1,2024-03-15,1.0
other,XFD28095.1,2024-03-15,1.0
other,XFD28107.1,2024-03-15,1.0
other,XFD28119.1,2024-03-15,1.0
other,XFD28131.1,2024-03-21,1.0
A/Ontario/RV00796/2023,XFD28143.1,2024-04-03,1.0
A/Ontario/RV00796/2023,XFD28155.1,2024-04-03,1.0
other,XFD28167.1,2024-06-18,1.0
other,XFD28179.1,2024-06-18,1.0
A/Ontario/RV00796/2023,XFD28191.1,2024-02-26,1.0
A/Ontario/RV00796/2023,XFD28201.1,2024-02-26,1.0
A/Ontario/RV00796/2023,XFD28213.1,2024-02-27,1.0
A/Ontario/RV00796/2023,XFD28225.1,2024-02-27,1.0
A/Ontario/RV00796/2023,XFD28237.1,2024-03-10,1.0
A/Ontario/RV00796/2023,XFD28247.1,2024-03-10,1.0
other,XFD28259.1,2024-03-19,1.0
other,XFD28271.1,2024-03-19,1.0
other,XFD28283.1,2024-04-10,1.0
other,XFD28295.1,2024-04-10,1.0
other,XFD28307.1,2024-02-18,1.0
other,XFD28319.1,2024-02-18,1.0
other,XFD28331.1,2024-03-23,1.0
other,XFD28343.1,2024-03-23,1.0
other,XFD28355.1,2024-03-27,1.0
other,XFD28367.1,2024-03-27,1.0
other,XFD28379.1,2024-04-03,1.0
other,XFD28391.1,2024-04-03,1.0
other,XFD28403.1,2024-04-08,1.0
other,XFD28415.1,2024-04-08,1.0
other,XFD28427.1,2024-04-21,1.0
other,XFD28439.1,2024-04-21,1.0
other,XFD28451.1,2024-04-28,1.0
other,XFD28463.1,2024-04-28,1.0
other,XFD28475.1,2024-05-03,1.0
other,XFD28487.1,2024-05-22,1.0
other,XFD28499.1,2024-05-22,1.0
A/Ontario/RV00796/2023,XFD28511.1,2024-05-23,1.0
A/Ontario/RV00796/2023,XFD28523.1,2024-05-23,1.0
other,XFD28535.1,2024-05-28,1.0
other,XFD28547.1,2024-05-30,1.0
other,XFD28559.1,2024-05-30,1.0
other,XFD28570.1,2024-03-31,1.0
other,XFD28581.1,2024-03-31,1.0
A/Ontario/RV00796/2023,XFD28593.1,2024-04-03,1.0
A/Ontario/RV00796/2023,XFD28605.1,2024-04-03,1.0
A/Ontario/RV00796/2023,XFD28617.1,2024-04-06,1.0
A/Ontario/RV00796/2023,XFD28629.1,2024-04-06,1.0
A/Ontario/RV00796/2023,XFD28641.1,2024-06-09,1.0
other,XFD28653.1,2024-06-12,1.0
other,XFD28665.1,2024-06-19,1.0
other,XFD28677.1,2024-06-20,1.0
A/Ontario/RV00796/2023,XFD28689.1,2024-02-18,1.0
A/Ontario/RV00796/2023,XFD28701.1,2024-02-18,1.0
A/Ontario/RV00796/2023,XFD28713.1,2024-02-18,1.0
A/Ontario/RV00796/2023,XFD28725.1,2024-02-18,1.0
other,XFD28737.1,2024-03-01,1.0
other,XFD28749.1,2024-03-01,1.0
other,XFD28761.1,2024-03-03,1.0
other,XFD28773.1,2024-03-03,1.0
other,XFD28785.1,2024-03-08,1.0
other,XFD28797.1,2024-03-08,1.0
other,XFD28809.1,2024-03-08,1.0
other,XFD28821.1,2024-03-12,1.0
other,XFD28833.1,2024-03-12,1.0
other,XFD28845.1,2024-03-27,1.0
other,XFD28857.1,2024-03-27,1.0
other,XFD28869.1,2024-03-31,1.0
other,XFD28881.1,2024-03-31,1.0
other,XFD28893.1,2024-04-11,1.0
other,XFD28905.1,2024-04-11,1.0
other,XFD28917.1,2024-04-11,1.0
other,XFD28929.1,2024-04-14,1.0
other,XFD28941.1,2024-04-14,1.0
other,XFD28953.1,2024-04-16,1.0
other,XFD28965.1,2024-04-16,1.0
A/Ontario/RV00796/2023,XFD28977.1,2024-04-29,1.0
other,XFD28989.1,2024-02-07,1.0
other,XFD29001.1,2024-02-07,1.0
other,XFD29013.1,2024-02-07,1.0
other,XFD29025.1,2024-02-07,1.0
other,XFD29037.1,2024-02-08,1.0
other,XFD29049.1,2024-02-08,1.0
A/Ontario/RV00796/2023,XFD29061.1,2024-03-01,1.0
A/Ontario/RV00796/2023,XFD29073.1,2024-03-01,1.0
other,XFD29085.1,2024-03-04,1.0
other,XFD29097.1,2024-03-04,1.0
other,XFD29109.1,2024-03-13,1.0
other,XFD29121.1,2024-02-27,1.0
other,XFD29133.1,2024-02-28,1.0
other,XFD29145.1,2024-02-28,1.0
other,XFD29157.1,2024-02-29,1.0
other,XFD29169.1,2024-03-04,1.0
other,XFD29181.1,2024-03-04,1.0
A/Ontario/RV00796/2023,XFD29193.1,2024-03-07,1.0
A/Ontario/RV00796/2023,XFD29203.1,2024-03-07,1.0
other,XFD29215.1,2024-03-12,1.0
other,XFD29227.1,2024-03-12,1.0
A/Ontario/RV00796/2023,XFD29239.1,2024-03-12,1.0
A/Ontario/RV00796/2023,XFD29251.1,2024-03-12,1.0
other,XFD29263.1,2024-03-13,1.0
other,XFD29275.1,2024-03-13,1.0
other,XFD29287.1,2024-03-24,1.0
other,XFD29299.1,2024-03-24,1.0
other,XFD29311.1,2024-03-25,1.0
other,XFD29323.1,2024-03-26,1.0
other,XFD29335.1,2024-03-26,1.0
other,XFD29347.1,2024-03-26,1.0
other,XFD29359.1,2024-03-26,1.0
other,XFD29371.1,2024-03-29,1.0
other,XFD29383.1,2024-04-01,1.0
other,XFD29395.1,2024-04-01,1.0
A/Ontario/RV00796/2023,XFD29407.1,2024-04-01,1.0
A/Ontario/RV00796/2023,XFD29419.1,2024-04-01,1.0
other,XFD29431.1,2024-04-09,1.0
other,XFD29443.1,2024-04-10,1.0
other,XFD29455.1,2024-04-15,1.0
other,XFD29467.1,2024-04-15,1.0
other,XFD29479.1,2024-04-14,1.0
other,XFD29491.1,2024-04-21,1.0
other,XFD29503.1,2023-12-03,1.0
other,XFD29515.1,2023-12-05,1.0
other,XFD29527.1,2024-04-07,1.0
other,XFD29538.1,2024-04-07,1.0
other,XFD29550.1,2024-04-13,1.0
other,XFD29562.1,2024-04-13,1.0
other,XFD29574.1,2024-06-01,1.0
other,XFD29586.1,2024-06-02,1.0
other,XFD29598.1,2024-06-02,1.0
other,XFD29610.1,2024-02-16,1.0
other,XFD29622.1,2024-02-16,1.0
other,XFD29634.1,2024-02-28,1.0
other,XFD29646.1,2024-02-28,1.0
other,XFD29658.1,2024-02-29,1.0
other,XFD29670.1,2024-02-29,1.0
other,XFD29682.1,2024-03-04,1.0
other,XFD29694.1,2024-03-04,1.0
other,XFD29706.1,2024-03-04,1.0
other,XFD29716.1,2024-03-04,1.0
other,XFD29728.1,2024-03-10,1.0
other,XFD29740.1,2024-03-10,1.0
A/Catalonia/NSVH102124476/2023,XFD29752.1,2023-10-05,1.0
A/Catalonia/NSVH102124476/2023,XFD29764.1,2023-10-05,1.0
A/Ontario/RV00796/2023,XFD29776.1,2024-04-01,1.0
A/Ontario/RV00796/2023,XFD29788.1,2024-04-01,1.0
other,XFD29800.1,2024-04-06,1.0
A/Ontario/RV00796/2023,XFD29812.1,2024-04-15,1.0
other,XFD29824.1,2024-04-16,1.0
other,XFD29836.1,2024-04-16,1.0
other,XFD29848.1,2024-05-03,1.0
other,XFD29860.1,2024-05-05,1.0
other,XFD29872.1,2024-02-22,1.0
other,XFD29884.1,2024-02-22,1.0
A/Ontario/RV00796/2023,XFD29896.1,2024-02-26,1.0
A/Ontario/RV00796/2023,XFD29907.1,2024-02-26,1.0
other,XFD29919.1,2024-02-27,1.0
other,XFD29931.1,2024-02-27,1.0
other,XFD29942.1,2024-03-03,1.0
other,XFD29953.1,2024-03-03,1.0
other,XFD29965.1,2024-03-05,1.0
other,XFD29977.1,2024-03-05,1.0
other,XFD29989.1,2024-03-11,1.0
other,XFD30001.1,2024-03-11,1.0
other,XFD30013.1,2024-04-01,1.0
other,XFD30025.1,2024-04-01,1.0
other,XFD30037.1,2024-04-07,1.0
other,XFD30049.1,2024-04-07,1.0
other,XFD30061.1,2024-04-08,1.0
other,XFD30073.1,2024-04-08,1.0
other,XFD30085.1,2024-04-13,1.0
other,XFD30097.1,2024-04-13,1.0
other,XFD30109.1,2024-04-17,1.0
other,XFD30121.1,2024-04-17,1.0
other,XFD30133.1,2024-04-21,1.0
A/Ontario/RV00796/2023,XFD30145.1,2024-04-23,1.0
A/Ontario/RV00796/2023,XFD30157.1,2024-04-23,1.0
other,XFD30169.1,2024-05-03,1.0
other,XFD30181.1,2024-05-06,1.0
other,XFD30193.1,2024-05-09,1.0
other,XFD30205.1,2024-05-09,1.0
other,XFD30217.1,2024-05-09,1.0
A/Ontario/RV00796/2023,XFD30229.1,2024-05-16,1.0
A/Ontario/RV00796/2023,XFD30241.1,2024-05-16,1.0
other,XFD30253.1,2024-06-04,1.0
other,XFD30265.1,2024-06-04,1.0
other,XFD30277.1,2024-06-04,1.0
other,XFD30289.1,2024-06-04,1.0
other,XFD30301.1,2024-03-22,1.0
other,XFD30313.1,2024-03-22,1.0
A/Ontario/RV00796/2023,XFD30325.1,2024-03-25,1.0
A/Ontario/RV00796/2023,XFD30337.1,2024-03-25,1.0
other,XFD30349.1,2024-03-28,1.0
other,XFD30361.1,2024-03-28,1.0
other,XFD30373.1,2024-04-12,1.0
A/Ontario/RV00796/2023,XFD30385.1,2024-04-13,1.0
other,XFD30397.1,2024-04-15,1.0
other,XFD30409.1,2024-04-15,1.0
A/Ontario/RV00796/2023,XFD30421.1,2024-04-17,1.0
other,XFD30433.1,2024-04-17,1.0
other,XFD30445.1,2024-04-19,1.0
other,XFD30457.1,2024-04-19,1.0
other,XFD30469.1,2024-04-23,1.0
other,XFD30481.1,2024-04-24,1.0
other,XFD30491.1,2024-04-24,1.0
A/Ontario/RV00796/2023,XFD30503.1,2024-04-24,1.0
other,XFD30515.1,2024-04-28,1.0
other,XFD30527.1,2024-04-28,1.0
other,XFD30539.1,2024-04-28,1.0
other,XFD30551.1,2024-04-28,1.0
A/Ontario/RV00796/2023,XFD30563.1,2024-03-05,1.0
A/Ontario/RV00796/2023,XFD30575.1,2024-03-05,1.0
other,XFD30587.1,2024-03-12,1.0
other,XFD30597.1,2024-03-12,1.0
other,XFD30609.1,2024-03-28,1.0
A/Ontario/RV00796/2023,XFD30621.1,2024-01-02,1.0
other,XFD30633.1,2024-03-03,1.0
other,XFD30645.1,2024-03-12,1.0
other,XFD30657.1,2024-03-13,1.0
other,XFD30669.1,2023-12-21,1.0
other,XFD30681.1,2023-12-29,1.0
other,XFD30693.1,2024-06-22,1.0
other,XFD30705.1,2024-06-22,1.0
A/Ontario/RV00796/2023,XFD30717.1,2024-01-05,1.0
other,XFD30729.1,2024-02-28,1.0
other,XFD30741.1,2024-03-10,1.0
other,XFD30753.1,2024-03-10,1.0
other,XFD30765.1,2024-03-15,1.0
other,XFD30777.1,2024-01-07,1.0
other,XFD30789.1,2024-04-09,1.0
other,XFD30805.1,2024-04-09,1.0
other,XFD30813.1,2024-04-10,1.0
other,XFD30825.1,2024-04-11,1.0
other,XFD30837.1,2024-04-12,1.0
other,XFD30849.1,2024-04-21,1.0
other,XFD30861.1,2024-04-24,1.0
other,XFD30873.1,2024-04-29,1.0
other,XFD30885.1,2024-04-29,1.0
other,XFD30897.1,2024-06-04,1.0
other,XFD30909.1,2024-06-05,1.0
other,XFD30921.1,2024-06-08,1.0
other,XFD30933.1,2024-06-09,1.0
other,XFD30945.1,2024-06-10,1.0
other,XFD30957.1,2023-12-06,1.0
other,XFD30969.1,2023-12-13,1.0
other,XFD30981.1,2023-12-15,1.0
other,XFD30993.1,2023-12-19,1.0
other,XFD31005.1,2023-12-21,1.0
A/Ontario/RV00796/2023,XFD31017.1,2024-01-22,1.0
other,XFD31029.1,2024-01-22,1.0
other,XFD31041.1,2024-01-23,1.0
other,XFD31053.1,2024-02-26,1.0
other,XFD31065.1,2024-02-08,1.0
other,XFD31077.1,2024-02-08,1.0
other,XFD31089.1,2023-12-04,1.0
other,XFD31101.1,2024-02-19,1.0
other,XFD31113.1,2024-02-19,1.0
other,XFD31125.1,2024-03-05,1.0
other,XFD31137.1,2024-03-05,1.0
other,XFD31149.1,2024-03-06,1.0
other,XFD31161.1,2024-03-06,1.0
other,XFD31172.1,2024-03-10,1.0
other,XFD31184.1,2024-03-10,1.0
other,XFD31196.1,2024-03-11,1.0
other,XFD31208.1,2024-03-11,1.0
other,XFD31220.1,2024-03-14,1.0
other,XFD31232.1,2024-03-14,1.0
other,XFD31244.1,2024-03-17,1.0
other,XFD31256.1,2024-04-01,1.0
other,XFD31268.1,2024-04-06,1.0
other,XFD31280.1,2024-04-06,1.0
other,XFD31292.1,2024-04-07,1.0
other,XFD31304.1,2024-04-08,1.0
other,XFD31316.1,2024-04-07,1.0
other,XFD31328.1,2024-04-09,1.0
other,XFD31340.1,2024-04-15,1.0
other,XFD31352.1,2024-04-27,1.0
other,XFD31364.1,2024-02-14,1.0
other,XFD31376.1,2024-02-14,1.0
other,XFD31388.1,2024-02-18,1.0
other,XFD31400.1,2024-02-18,1.0
A/Ontario/RV00796/2023,XFD31412.1,2024-02-24,1.0
A/Ontario/RV00796/2023,XFD31424.1,2024-02-24,1.0
other,XFD31436.1,2024-02-24,1.0
other,XFD31447.1,2024-02-24,1.0
other,XFD31459.1,2024-03-05,1.0
other,XFD31471.1,2024-03-05,1.0
other,XFD31483.1,2024-04-06,1.0
other,XFD31495.1,2024-04-06,1.0
other,XFD31505.1,2024-04-06,1.0
other,XFD31517.1,2024-04-06,1.0
other,XFD31529.1,2024-04-24,1.0
other,XFD31541.1,2024-04-26,1.0
other,XFD31553.1,2024-02-02,1.0
A/Ontario/RV00796/2023,XFD31565.1,2024-02-20,1.0
A/Ontario/RV00796/2023,XFD31577.1,2024-03-02,1.0
other,XFD31589.1,2024-03-08,1.0
other,XFD31601.1,2024-03-15,1.0
other,XFD31613.1,2024-03-22,1.0
other,XFD31625.1,2024-04-02,1.0
other,XFD31637.1,2024-04-12,1.0
other,XFD31649.1,2024-04-14,1.0
other,XFD31661.1,2024-04-15,1.0
